frameID,groupID,x,y,w,h
18076,9,283.81,161.63,90.82,124.5
18077,11,259.85,174.68,33.81,61.23
18081,12,270.41,174.66,62.33,59.7
18087,13,312.8,188.7,16.0,22.21
18088,13,318.42,189.67,9.79,19.29
18095,14,280.1,179.75,71.15,59.89
18096,14,314.99,187.34,37.38,51.9
18097,14,319.57,188.16,37.02,50.01
18098,14,288.4,178.52,72.11,61.08
18099,14,326.0,187.08,37.5,52.91
18100,14,328.31,187.49,36.21,52.39
18101,14,331.04,186.62,40.69,56.74
18102,14,342.09,188.9,32.32,56.56
18103,14,342.5,189.76,33.03,56.81
18104,14,342.58,187.6,34.28,57.41
18106,14,344.74,185.35,33.83,59.56
18107,14,346.84,188.41,30.7,61.97
18108,14,348.05,190.23,29.05,61.64
18109,14,349.19,188.47,34.37,63.36
18114,14,360.04,183.26,37.19,77.6
18115,14,360.88,183.56,35.95,77.88
18125,15,320.76,170.89,49.72,111.01
18128,16,359.81,187.24,18.24,28.96
18134,17,310.21,180.69,24.59,42.98
18134,18,377.91,66.11,218.91,292.53
18135,17,309.8,182.71,25.83,44.25
18137,19,320.02,181.17,27.96,60.37
18138,18,344.1,124.16,188.06,236.55
18139,20,284.09,176.77,52.7,83.38
18139,18,327.52,131.25,175.67,224.81
18140,20,289.1,175.57,38.06,86.1
18140,18,320.7,134.44,168.65,220.12
18141,20,277.34,175.51,48.69,87.95
18141,18,310.83,130.19,169.85,227.33
18142,20,277.47,173.27,47.69,89.54
18142,18,308.74,127.83,169.88,226.96
18143,20,277.32,172.16,50.58,93.09
18143,18,318.32,131.13,165.67,219.44
18144,20,277.33,172.54,52.9,92.95
18144,18,325.39,132.99,161.97,217.93
18145,20,278.01,173.76,48.49,107.61
18145,18,321.55,137.28,153.64,212.7
18146,21,385.44,146.94,128.81,198.48
18147,21,374.06,148.18,130.78,192.79
18148,21,350.77,144.96,121.86,185.59
18149,21,341.94,144.83,115.23,177.02
18150,21,340.71,142.06,114.63,173.66
18151,21,341.66,141.31,114.19,171.55
18152,21,343.48,144.72,113.05,170.72
18153,21,336.02,150.18,116.03,166.81
18154,21,330.84,151.03,115.82,167.01
18155,21,333.63,155.87,111.26,153.11
18156,21,341.56,150.57,109.1,154.66
18157,21,364.84,152.62,81.96,148.71
18159,22,340.84,157.86,87.44,124.28
18160,22,347.44,162.07,88.52,117.91
18161,23,318.12,182.29,38.18,67.67
18161,22,350.57,163.59,77.51,114.11
18162,22,343.97,164.1,75.48,113.47
18163,22,338.51,163.2,75.81,115.31
18164,24,275.28,177.21,47.6,75.6
18164,22,326.04,165.39,78.4,111.15
18165,22,321.38,163.42,80.61,110.1
18166,22,320.85,163.25,81.34,108.16
18167,22,323.7,164.26,79.39,105.84
18168,22,330.35,164.59,78.58,107.15
18169,22,336.36,164.74,76.66,109.42
18170,14,284.66,165.44,133.6,107.14
18171,24,273.08,177.36,69.22,92.4
18171,14,335.22,165.98,73.79,110.66
18172,14,266.53,178.64,59.84,85.87
18172,22,332.27,166.28,71.94,109.28
18173,14,328.52,167.09,72.51,109.68
18174,14,324.34,167.23,74.65,108.97
18175,14,320.88,164.91,75.25,111.13
18176,14,242.8,174.46,66.03,87.9
18176,25,314.11,162.53,77.19,110.53
18177,14,238.49,172.73,66.03,89.62
18177,25,312.19,159.05,77.44,112.87
18178,14,221.9,172.25,79.52,90.43
18178,25,302.77,161.67,76.2,108.28
18179,14,222.74,171.52,74.44,96.51
18179,25,316.11,165.7,59.42,105.77
18180,14,226.58,172.12,71.19,98.26
18180,26,323.52,163.93,81.42,107.98
18181,14,228.73,172.75,70.78,99.12
18181,26,327.85,163.19,77.85,108.68
18182,14,229.96,172.28,71.2,100.17
18182,26,330.94,162.5,75.95,108.48
18183,14,270.85,177.02,59.02,65.38
18183,26,333.66,163.87,73.75,106.45
18184,14,273.41,180.9,58.54,61.91
18184,26,336.32,165.81,74.7,105.78
18185,14,274.8,181.64,59.09,61.33
18185,26,339.38,166.69,73.99,106.87
18186,14,275.93,181.43,60.58,62.58
18186,26,342.91,167.75,74.92,108.31
18187,14,275.43,181.05,63.61,64.03
18187,26,345.07,167.58,79.76,108.08
18188,26,347.09,166.39,80.9,106.82
18189,26,348.56,166.88,80.85,104.38
18190,26,352.34,166.07,78.6,104.62
18191,26,355.31,165.58,77.43,104.97
18192,26,288.7,166.92,150.66,118.4
18193,26,281.47,169.24,154.07,118.76
18194,26,279.97,169.77,151.46,119.38
18195,26,356.95,169.77,71.77,108.27
18196,14,263.49,177.33,72.63,86.22
18196,26,350.82,168.96,71.66,108.32
18197,26,355.76,165.7,73.28,109.06
18198,27,272.81,174.91,77.65,87.59
18198,26,362.28,164.33,74.4,110.37
18199,26,372.48,165.16,75.5,110.52
18200,27,284.98,172.47,79.61,89.59
18200,26,376.86,163.56,77.29,112.58
18201,27,286.49,173.58,82.98,91.17
18201,26,380.41,166.55,80.33,112.64
18202,27,285.26,173.77,84.86,92.39
18202,26,381.44,167.81,78.43,112.06
18203,27,279.92,174.41,87.92,91.95
18203,26,379.35,166.81,77.47,111.44
18204,27,279.2,165.44,124.05,107.18
18204,28,399.45,175.68,59.77,103.0
18205,29,256.45,175.96,60.82,87.2
18205,14,313.46,168.61,119.94,106.78
18206,29,254.48,177.19,62.24,86.89
18206,14,230.88,167.76,155.51,127.22
18207,14,231.47,165.91,151.74,127.02
18208,14,222.82,166.64,157.12,129.22
18209,14,245.06,166.62,129.67,110.34
18210,14,237.28,165.87,133.92,116.71
18211,14,234.7,166.52,132.91,119.34
18212,30,8.47,125.19,235.28,207.26
18212,14,286.15,165.87,81.15,110.75
18213,14,216.97,165.07,153.98,124.45
18213,30,112.2,136.77,123.66,202.02
18214,14,213.58,162.22,158.38,130.14
18214,30,103.1,135.86,127.56,210.16
18214,31,1.0,119.58,115.74,130.18
18215,14,212.1,159.92,161.4,133.73
18216,32,1.0,135.44,255.95,166.72
18216,14,296.29,165.17,73.23,108.31
18217,32,1.0,115.22,242.25,222.17
18217,14,298.9,165.25,68.08,114.3
18218,30,1.0,107.24,239.0,250.89
18218,14,300.58,165.53,64.4,115.39
18219,30,9.23,108.88,154.06,253.08
18219,14,316.42,165.0,47.04,116.21
18220,32,4.2,108.45,253.28,250.41
18221,32,1.0,104.63,254.84,257.81
18224,33,479.36,138.33,107.94,216.42
18225,33,470.6,143.12,110.02,216.66
18226,33,460.03,143.08,108.86,218.69
18227,33,450.23,144.84,106.86,208.71
18228,33,442.21,146.55,107.21,209.74
18229,34,265.7,146.83,132.16,196.63
18230,34,264.62,142.06,127.96,197.54
18231,34,262.54,141.95,128.71,196.86
18232,34,262.19,139.56,130.68,198.7
18233,35,120.89,182.26,29.1,49.27
18234,34,261.67,137.53,139.42,210.83
18234,36,135.32,193.51,41.02,40.61
18235,34,254.74,135.1,139.24,214.39
18235,36,134.55,191.48,61.32,45.67
18236,34,241.13,136.7,140.55,212.38
18236,36,135.01,185.73,53.42,50.56
18237,34,224.05,134.39,146.03,214.3
18237,35,111.92,186.27,67.46,48.79
18238,37,99.01,184.0,33.66,47.25
18238,34,205.28,130.75,151.11,215.29
18238,38,132.69,182.01,72.36,53.58
18239,37,93.26,185.09,36.3,43.95
18239,34,192.47,130.42,153.74,217.41
18239,38,132.51,180.24,70.35,54.83
18240,37,84.8,179.74,71.18,54.82
18240,34,181.11,133.73,155.0,212.09
18241,37,75.74,178.9,74.55,56.53
18241,34,167.79,129.57,158.77,219.02
18242,37,67.92,185.16,37.55,44.94
18242,34,153.15,128.55,155.89,219.83
18242,36,107.31,179.43,36.31,57.49
18243,14,60.43,184.25,52.64,49.15
18243,34,147.29,125.16,159.86,226.39
18243,36,108.99,178.52,43.08,58.4
18244,34,137.93,127.58,194.6,230.17
18244,39,94.76,177.3,32.93,50.86
18246,34,237.07,138.49,129.14,211.59
18247,34,232.9,140.06,133.82,209.78
18247,40,17.64,184.26,72.88,66.69
18248,34,227.86,138.42,137.72,208.85
18249,34,213.21,133.18,147.22,214.64
18250,34,211.2,131.67,146.61,218.93
18250,41,19.33,183.37,57.68,71.88
18251,34,203.58,127.78,149.79,219.6
18251,42,148.72,192.34,19.85,16.35
18252,34,162.0,126.87,191.2,228.73
18252,43,46.8,186.24,65.06,56.14
18252,42,148.67,192.77,19.77,16.45
18253,34,144.54,134.98,165.28,224.35
18254,34,133.67,130.54,169.0,226.68
18254,43,42.25,189.48,46.91,48.24
18255,44,5.07,179.48,61.58,84.78
18255,34,134.8,127.97,166.65,225.11
18255,45,63.09,188.63,37.74,44.66
18256,46,29.39,179.11,102.55,79.43
18256,34,135.9,123.77,164.92,228.21
18257,34,137.21,135.38,169.57,220.52
18257,47,80.98,184.8,54.76,73.52
18257,48,25.46,193.64,35.89,60.76
18258,34,116.26,139.78,180.78,211.53
18258,49,18.45,192.28,93.81,67.75
18259,34,108.13,142.25,183.5,206.26
18260,34,98.64,142.3,189.04,210.5
18260,50,574.93,184.88,93.82,127.44
18260,51,8.47,196.49,45.14,55.66
18261,34,92.09,142.41,192.34,211.7
18261,51,4.22,197.99,47.78,54.86
18262,34,82.54,138.87,196.15,204.74
18262,51,1.0,199.04,44.43,57.56
18263,34,73.87,139.09,200.6,204.5
18263,52,544.04,150.12,112.63,179.16
18263,53,258.41,191.39,76.99,60.06
18263,51,1.0,199.9,40.48,58.0
18264,54,130.22,181.93,47.87,59.11
18264,55,485.82,146.51,118.5,181.37
18265,54,120.31,181.14,103.41,66.82
18266,54,111.38,179.56,107.89,64.38
18267,54,108.02,179.05,49.77,62.51
18268,56,196.92,179.66,80.14,68.86
18271,34,76.72,152.38,226.64,170.94
18272,34,197.0,157.98,113.93,160.13
18273,34,192.73,154.73,112.36,162.98
18273,57,163.15,187.12,55.52,52.08
18274,34,194.49,169.79,101.61,142.27
18275,58,253.08,161.25,123.96,161.78
18275,59,104.99,190.5,37.46,58.32
18276,58,275.74,166.8,122.75,160.11
18276,59,104.42,189.57,41.53,59.88
18277,58,280.69,169.91,119.27,158.11
18277,60,121.14,193.8,69.27,62.16
18278,34,222.43,172.75,107.97,140.47
18278,60,105.94,187.03,84.11,68.99
18279,59,79.24,186.33,69.02,59.12
18279,61,223.94,163.92,151.66,161.71
18280,59,105.63,182.71,73.05,62.96
18280,61,167.99,161.62,206.56,164.29
18281,62,154.71,152.88,131.53,165.32
18281,63,540.46,203.6,65.62,104.46
18281,64,17.86,167.55,82.11,84.52
18282,62,158.15,160.05,177.25,154.8
18282,63,539.54,202.95,68.81,104.5
18282,64,17.11,166.65,81.24,88.54
18283,62,230.91,167.64,120.11,146.81
18283,65,138.18,177.17,42.87,57.98
18283,60,172.85,186.55,51.96,71.28
18284,62,252.78,169.94,122.38,149.82
18284,60,147.63,181.37,104.54,81.55
18285,61,243.11,168.88,150.84,153.6
18285,60,197.96,186.07,41.19,76.66
18286,61,239.08,168.27,114.01,152.59
18286,60,181.76,183.57,65.47,91.88
18286,66,46.12,177.67,46.06,36.89
18287,60,189.81,182.07,71.5,85.37
18287,66,51.16,178.48,48.14,37.97
18288,60,186.6,181.53,72.93,75.28
18288,66,47.76,178.35,49.19,38.84
18289,66,55.56,178.09,49.2,39.44
18290,60,201.19,186.39,66.7,69.15
18290,66,57.48,178.95,70.59,42.91
18291,67,178.48,182.7,47.7,56.12
18291,66,52.15,182.17,76.44,41.09
18292,66,51.51,180.33,54.24,43.04
18293,68,146.3,181.36,72.66,71.71
18294,68,132.6,180.74,88.3,73.47
18295,68,124.87,179.29,71.52,72.93
18295,61,244.81,168.49,124.86,163.72
18296,61,236.75,166.13,129.03,165.78
18297,61,221.13,165.02,133.79,169.72
18297,69,67.38,171.75,55.52,67.76
18298,61,203.09,169.04,136.14,170.47
18298,70,37.44,171.04,57.32,68.63
18298,71,328.62,196.53,80.4,104.75
18299,61,186.95,169.92,137.42,172.0
18299,71,330.91,200.37,76.46,98.02
18299,72,36.27,171.51,70.18,78.4
18300,61,157.38,163.6,142.31,178.41
18300,71,315.82,196.31,85.67,106.58
18300,73,16.37,179.8,80.88,72.48
18301,61,138.25,162.73,144.55,177.69
18301,71,308.92,196.97,89.01,107.35
18302,61,124.19,161.59,149.09,176.69
18302,71,305.68,196.12,83.2,107.92
18303,61,115.38,159.21,151.31,180.21
18303,71,305.36,195.77,80.6,107.44
18304,61,127.65,154.04,157.64,190.32
18304,71,259.69,189.14,134.32,110.13
18305,61,139.86,153.45,154.51,193.32
18305,74,350.04,196.38,118.89,117.71
18305,72,5.75,176.38,55.82,65.09
18306,61,147.22,153.21,151.79,194.99
18306,75,319.66,192.72,159.72,125.96
18307,61,139.14,155.45,162.82,200.1
18307,75,324.07,191.18,144.64,126.46
18307,72,1.0,173.06,55.45,67.17
18308,61,134.51,143.32,155.74,215.92
18308,76,368.1,191.49,177.27,134.95
18309,77,1.0,116.23,285.9,246.74
18309,78,406.56,191.96,56.83,115.98
18310,78,404.71,189.66,56.62,120.26
18310,79,1.0,98.48,198.59,265.23
18311,80,186.39,175.93,40.0,73.4
18312,81,471.04,182.37,167.31,157.83
18318,82,116.08,180.82,59.62,75.9
18319,83,348.88,187.24,41.56,49.1
18319,84,153.8,180.66,70.04,74.46
18320,85,288.56,216.26,51.47,46.51
18320,83,340.48,186.63,52.71,47.95
18320,84,153.54,187.83,54.38,66.5
18321,83,339.26,187.81,45.23,46.35
18321,84,139.77,188.65,64.12,67.25
18322,83,338.3,186.36,41.6,45.46
18322,84,128.53,187.54,70.04,71.23
18323,82,119.16,182.09,73.5,79.13
18323,83,334.38,186.89,42.08,44.95
18324,82,105.61,177.77,81.77,84.82
18324,83,336.57,184.94,39.73,47.62
18325,82,97.53,179.27,74.67,83.61
18325,83,333.54,190.0,40.79,45.84
18326,82,93.47,186.83,91.45,81.39
18326,83,331.83,189.36,42.13,48.95
18327,82,94.65,187.78,94.39,82.3
18327,86,347.82,193.93,37.57,45.49
18328,82,93.81,184.27,98.18,84.96
18328,86,351.28,191.58,35.55,44.93
18329,82,146.9,185.76,45.1,80.56
18329,86,352.37,188.17,35.18,44.76
18330,82,84.83,175.61,110.06,83.71
18330,86,361.55,181.81,26.49,49.1
18331,82,117.47,161.25,91.65,95.63
18331,87,366.95,178.03,33.19,44.17
18332,82,121.34,163.23,91.74,93.22
18332,88,389.25,182.68,40.3,45.04
18333,82,171.74,164.79,47.74,101.64
18333,89,122.58,158.83,54.56,101.17
18333,88,393.66,186.25,40.22,45.12
18334,82,142.99,172.48,80.63,94.47
18334,88,400.47,190.51,35.88,48.33
18335,90,194.15,213.74,61.01,70.49
18335,89,91.85,183.43,92.05,97.81
18335,91,376.54,199.85,38.03,40.93
18336,92,188.48,214.94,42.79,72.1
18336,91,356.64,196.56,60.52,48.25
18336,89,90.98,183.01,91.49,100.57
18337,82,65.19,175.06,95.7,112.41
18337,91,358.12,197.31,36.85,43.37
18338,82,65.96,180.74,97.62,114.6
18338,91,366.44,198.63,34.46,42.37
18338,93,186.32,224.07,54.09,68.56
18339,82,69.69,180.57,96.22,120.7
18339,91,372.8,199.68,34.19,43.66
18340,94,408.41,206.36,26.29,30.95
18340,82,80.51,179.68,97.82,126.45
18340,91,375.47,200.39,45.86,48.52
18341,82,88.05,182.32,96.8,125.34
18341,91,390.02,204.58,34.62,43.74
18342,82,93.54,189.69,96.56,120.03
18342,91,394.69,205.0,35.77,45.59
18343,82,85.01,182.37,97.72,129.77
18343,91,392.19,204.3,34.65,43.71
18344,89,18.95,178.94,165.96,137.64
18344,91,369.0,199.18,59.62,50.52
18344,93,187.02,229.71,70.04,78.3
18345,83,357.96,194.81,39.79,44.62
18347,83,350.89,193.2,41.53,39.25
18349,95,321.87,187.13,30.72,38.44
18350,95,317.68,187.36,30.56,39.45
18351,95,311.74,186.94,31.9,39.82
18352,95,307.39,186.24,30.9,39.14
18353,95,306.8,184.25,32.34,39.17
18354,95,308.77,184.43,32.99,39.58
18355,95,308.73,184.11,33.49,39.68
18356,95,307.94,185.51,33.34,38.97
18357,95,308.56,185.99,32.74,37.23
18358,96,1.0,226.57,94.77,127.58
18358,95,307.16,185.92,52.43,42.34
18359,96,1.0,229.17,83.43,130.03
18359,95,322.72,190.48,34.37,35.41
18360,95,303.87,190.28,50.77,35.09
18361,95,302.41,189.01,31.84,36.09
18362,97,282.35,186.1,34.81,37.55
18363,97,275.23,184.28,33.59,34.75
18366,95,311.57,190.93,30.64,33.28
18367,98,453.52,206.53,38.99,31.24
18367,95,311.68,192.01,34.51,31.61
18368,91,321.36,191.68,38.62,32.44
18369,95,336.11,192.65,40.25,36.19
18370,95,345.76,195.15,28.83,33.4
18379,99,487.08,178.2,125.26,94.58
18382,100,305.43,167.41,81.08,89.62
18383,101,273.08,181.7,61.75,85.34
18383,102,336.05,190.32,41.29,56.59
18384,101,277.18,185.83,98.07,78.45
18385,101,277.45,186.24,89.11,80.91
18386,101,283.3,183.21,64.99,85.57
18386,103,345.37,189.84,42.04,59.64
18387,101,283.44,179.35,67.42,90.57
18387,103,344.53,188.1,43.94,63.34
18388,101,283.27,178.09,81.65,91.76
18389,101,282.72,176.67,68.02,93.23
18389,103,343.69,181.37,46.1,68.05
18390,101,276.19,175.62,71.03,94.86
18390,103,341.6,179.24,47.88,71.65
18391,101,272.96,174.54,70.52,95.36
18391,103,339.2,178.84,48.57,71.98
18392,101,264.42,173.1,65.19,96.92
18392,102,314.78,182.08,73.16,71.69
18393,101,263.23,172.0,49.13,98.53
18393,102,303.65,181.1,54.05,75.91
18394,104,220.73,168.69,80.07,115.8
18394,101,294.28,182.82,55.51,74.02
18395,104,211.83,167.65,81.67,118.22
18395,101,287.39,183.25,55.7,73.57
18396,104,206.06,167.65,80.73,118.67
18396,101,283.53,184.04,56.08,73.87
18397,104,198.03,169.79,85.23,122.6
18397,101,281.47,183.83,56.21,74.83
18398,104,195.66,171.85,87.83,123.22
18398,101,281.64,182.51,58.53,80.84
18399,104,197.7,174.07,91.42,124.9
18399,101,284.3,183.39,60.94,80.91
18400,104,178.79,168.33,109.48,157.47
18400,101,279.29,174.89,70.01,102.77
18401,104,168.97,164.53,116.49,171.21
18401,101,289.27,182.22,60.45,95.5
18402,104,155.38,159.04,125.26,184.75
18402,101,284.89,183.38,61.7,96.56
18403,104,141.07,160.38,131.01,183.7
18403,101,276.1,182.04,65.47,101.14
18404,104,121.01,159.03,141.73,193.97
18404,101,267.17,175.57,65.33,108.94
18405,104,101.7,158.74,150.71,198.45
18405,101,258.07,177.78,65.6,108.02
18406,104,81.06,159.38,162.17,199.35
18406,101,248.36,177.34,67.46,112.73
18407,104,59.29,156.11,174.03,205.18
18407,101,240.91,174.7,68.65,117.53
18408,104,33.93,146.98,193.81,214.35
18408,101,236.0,173.51,68.55,119.83
18409,104,18.4,142.43,203.49,221.24
18409,101,232.46,171.44,70.17,125.54
18410,104,1.0,128.82,211.09,233.36
18410,101,235.26,171.54,73.67,130.75
18411,104,1.0,125.81,208.53,234.41
18411,101,242.27,170.89,75.88,135.28
18412,104,1.0,131.51,214.37,230.03
18412,101,251.67,170.67,76.54,142.65
18413,104,1.0,136.84,219.46,224.04
18414,104,1.0,137.8,219.51,221.12
18415,104,1.0,133.44,213.13,226.85
18416,101,1.0,91.74,338.65,266.6
18417,101,1.0,89.05,341.09,272.74
18418,101,198.5,148.97,177.23,211.97
18421,105,389.74,185.81,77.0,76.9
18422,105,386.24,185.58,77.59,76.13
18423,105,384.68,184.46,77.26,79.4
18425,106,307.01,158.3,156.73,150.89
18427,101,309.94,159.13,129.56,143.51
18433,107,512.37,145.8,131.68,212.92
18434,108,465.1,143.77,179.16,204.74
18435,108,481.23,138.51,174.65,216.04
18437,109,524.79,171.57,67.15,94.09
18438,110,426.16,176.78,48.67,79.26
18438,109,516.88,178.05,71.83,88.77
18439,111,345.57,179.32,63.86,68.05
18439,112,413.77,166.68,133.52,110.58
18440,112,459.65,159.98,77.8,121.4
18441,112,451.15,159.7,78.61,121.38
18442,113,331.12,174.95,48.71,73.72
18442,112,444.64,152.51,90.72,138.66
18443,114,436.99,140.67,108.09,166.52
18443,109,478.89,171.37,105.61,127.56
18444,115,509.69,137.71,127.52,192.84
18445,115,515.96,133.77,122.45,189.67
18458,116,324.78,162.87,39.77,61.54
18459,116,325.04,162.55,41.0,62.9
18460,116,325.01,162.53,41.64,63.43
18461,116,325.95,161.7,42.47,64.79
18462,116,326.61,161.4,42.96,65.35
18463,116,327.47,161.64,43.03,65.1
18464,116,328.17,162.0,43.38,65.48
18465,116,329.69,159.92,44.08,69.52
18466,116,334.06,160.36,46.66,70.92
18467,116,336.3,160.51,47.25,71.08
18468,116,337.43,160.8,48.36,71.51
18469,116,337.9,160.48,49.3,72.58
18470,116,338.31,161.15,50.47,71.93
18471,116,338.63,160.69,51.56,73.01
18472,116,339.42,160.68,51.89,71.93
18473,116,339.54,158.1,55.09,77.73
18474,116,342.26,154.52,58.01,82.89
18477,116,347.25,153.36,65.16,88.22
18478,116,349.75,151.09,67.07,91.74
18479,116,350.75,150.03,68.14,92.68
18480,116,355.64,153.51,66.68,91.38
18481,116,358.18,155.35,65.55,91.88
18482,116,359.94,149.54,80.21,111.85
18483,117,398.7,146.16,111.5,126.61
18484,117,401.1,144.58,114.86,129.48
18485,118,448.58,126.81,146.84,180.06
18486,118,452.28,126.15,149.31,182.49
18487,119,282.95,162.94,41.8,62.78
18488,119,285.32,162.23,41.34,63.01
18490,119,299.06,156.51,47.91,74.45
18491,119,303.55,153.37,51.57,81.8
18492,119,306.37,152.38,54.15,82.79
18493,119,309.54,152.57,55.27,86.63
18494,119,313.86,150.66,60.25,92.32
18495,119,315.72,149.54,62.6,96.94
18496,119,316.47,148.98,64.34,101.69
18497,119,317.41,147.86,66.93,105.75
18498,119,320.06,145.48,72.11,111.9
18499,119,326.88,144.59,73.36,113.22
18500,119,331.5,141.46,77.37,127.71
18501,119,335.77,136.27,80.75,140.47
18502,120,444.05,152.0,34.57,107.22
18502,119,344.04,134.18,80.5,146.83
18503,119,338.95,134.89,91.99,146.3
18513,121,381.3,138.8,66.81,129.82
18514,121,375.36,141.4,71.48,123.14
18515,121,368.08,141.54,77.08,121.64
18516,121,363.35,138.6,73.89,123.28
18517,121,360.6,137.97,71.83,118.76
18518,121,358.11,139.0,71.17,114.17
18519,121,356.86,139.72,68.79,113.12
18520,121,355.79,142.29,66.48,110.3
18521,121,353.78,146.23,66.34,104.8
18522,119,299.35,149.64,119.41,100.79
18523,119,294.53,153.0,114.26,91.41
18524,119,292.4,153.22,112.88,88.61
18525,119,292.13,153.17,110.83,88.05
18526,119,292.09,152.5,107.42,88.54
18527,119,292.24,151.84,104.42,88.17
18528,119,293.02,153.29,97.21,83.32
18529,119,293.33,153.89,93.36,81.28
18530,119,292.9,153.68,89.02,79.43
18531,119,292.11,153.93,87.7,77.91
18532,119,291.4,152.92,85.46,78.54
18533,119,290.18,155.95,85.55,75.7
18534,119,289.41,157.06,85.22,74.09
18535,119,288.75,158.64,84.62,72.99
18536,119,288.62,160.03,83.58,70.7
18537,119,288.22,158.08,77.77,69.86
18538,119,287.98,157.52,75.08,70.66
18539,119,288.06,157.07,73.11,71.01
18540,119,287.99,157.04,72.18,70.8
18541,119,288.12,157.9,71.45,70.03
18542,119,288.32,157.83,70.41,70.09
18543,119,288.03,158.11,68.58,69.25
18544,122,302.83,167.46,37.86,58.04
18545,122,305.02,166.85,32.04,60.99
18560,123,280.3,166.37,35.25,59.08
18561,123,280.07,164.82,38.67,61.43
18562,123,280.22,164.52,39.92,63.14
18563,123,280.38,165.05,40.8,63.07
18564,123,284.37,164.85,39.47,63.49
18565,123,286.82,164.52,39.31,63.83
18566,123,287.26,162.92,41.41,65.96
18567,123,287.85,161.03,43.84,68.49
18568,123,296.0,160.69,45.69,75.27
18569,123,299.66,160.46,45.93,77.41
18570,123,300.42,160.59,50.23,77.29
18571,123,300.73,159.96,52.7,79.29
18572,123,306.57,158.74,50.97,82.22
18573,123,308.59,158.14,51.4,83.77
18574,123,308.33,158.01,53.57,86.53
18575,123,308.09,158.24,55.29,86.78
18576,123,307.82,157.88,57.3,88.54
18577,123,307.94,157.69,58.23,89.75
18578,123,311.21,154.35,61.73,96.1
18579,123,313.72,153.03,62.53,98.03
18580,123,315.33,151.93,63.34,100.64
18581,123,315.88,152.0,64.37,100.92
